id,t_score,u_score,p_t,p_u,p_u_thd_0.01
1430_204,0.4825425882832082,58.5,0.6443248303110671,0.5865744278376042,0.0
1430_288,1.9158022609986605,73.5,0.07688062970594631,0.11794806736103866,0.0
1430_566,-3.7670112384705923,-19.5,0.001229274531200875,0.04142253879330133,0.0
1430_768,3.9975210402839387,86.5,0.0012512269254763406,0.013747690848185086,0.0
1441_288,-0.5465250342811682,-44.5,0.5985805050463706,0.7339474627492532,0.0
1441_768,,,,1.0,0.0
1442_204,,,,1.0,0.0
1442_288,-0.9938367675828267,-41.5,0.3445677721073763,0.5865744278376042,0.0
1442_768,-2.7809478631838647,,0.011907322681733373,0.14478961507270446,0.0
1442_854,0.717461049869589,60.5,0.5056744287590647,0.49665738654204294,0.0
1443_288,-0.9854921785870694,-43.5,0.3456774275625143,0.6833800574551345,0.0
1444_288,-1.1987828703562857,40.5,0.25129269725508946,0.5406815690956761,0.0
1444_768,,,,1.0,0.0
1444_854,1.3124341508240394,-57.5,0.2244006996316813,0.6341948173294822,0.0
1445_288,6.005517508941621,92.5,8.599864734378523e-06,0.004303876558312955,1.0
1445_384,,,,1.0,0.0
1445_854,,,,1.0,0.0
1446_854,,,,1.0,0.0
1447_288,,,,1.0,0.0
1447_854,6.456885659830413,91.5,1.3873236134292058e-06,0.005275744643912476,1.0
1448_466,-1.1927021828483402,-32.5,0.2837406049232997,0.24784912392821346,0.0
1448_854,0.0330990398553845,64.5,0.9750161612565638,0.3412684763150512,0.0
1449_466,,,,1.0,0.0
1449_854,2.1731976771386954,95.5,0.09369948907264569,0.0022214145869887034,1.0
1451_288,0.29369040239800237,-51.5,0.778239910527188,0.9458048585528951,0.0
1451_384,1.3414211262270672,68.5,0.23950439905743576,0.2211162550702167,0.0
1452_288,,,,1.0,0.0
1452_384,-3.6450362405434387,-23.0,0.0018397961501789854,0.07109999943864503,0.0
1452_466,,,,1.0,0.0
1452_854,1.273460087979694,65.5,0.26084947656454666,0.307900293130149,0.0
1453_384,,,,1.0,0.0
1454_384,0.1784751773091044,-50.5,0.8652954128651983,1.0,0.0
1454_466,,,,1.0,0.0
1455_384,,,,1.0,0.0
1456_324,,,,1.0,0.0
1456_384,-1.2458637454546357,-33.5,0.27571716926275613,0.27676572286017653,0.0
1457_270,,,,1.0,0.0
1457_324,2.6117245029790115,93.5,0.035299522206950214,0.003467193190765815,1.0
1457_384,,,,1.0,0.0
1457_430,2.4259360569221693,85.5,0.06925450208115755,0.017352389190761427,0.0
1457_624,,,,1.0,0.0
1457_686,,,,1.0,0.0
1457_694,-0.03978305314429937,61.5,0.9687731194810745,0.45453353442944344,0.0
1458_270,,,,1.0,0.0
1458_324,,,,1.0,0.0
1458_686,,,,1.0,0.0
1459_270,,,,1.0,0.0
1459_686,,,,1.0,0.0
1461_478,-1.1476776996755054,-37.5,0.2916034993063449,0.4146659024229229,0.0
1461_686,-0.6532472992656123,-21.5,0.5239432201860174,0.05699830641051993,0.0
1462_686,,,,1.0,0.0
1463_324,,,,1.0,0.0
1463_466,,,,1.0,0.0
1463_478,-2.171376414590212,-17.5,0.07175219449089516,0.029613094352645416,0.0
1463_686,,,,1.0,0.0
1464_466,,,,1.0,0.0
1464_478,,,,1.0,0.0
1465_466,,,,1.0,0.0
1466_466,,,,1.0,0.0
1466_478,,,,1.0,0.0
1467_466,,,,1.0,0.0
1468_324,,,,1.0,0.0
1468_466,0.5063708835999436,-39.5,0.6179779283648994,0.49665738654204294,0.0
1469_324,,,,1.0,0.0
1469_466,,,,1.0,0.0
1469_478,,,,1.0,0.0
1470_478,-5.181260586787432,-12.5,0.00020866770002710985,0.008960066902482175,1.0
1470_686,,,,1.0,0.0
1511_478,-5.1533693508614995,-12.5,5.650742140712111e-05,0.009392587803691602,1.0
1511_732,,,,1.0,0.0
1512_478,,,,1.0,0.0
1512_504,,,,1.0,0.0
1512_732,,,,1.0,0.0
1513_504,,,,1.0,0.0
1513_732,,,,1.0,0.0
1514_12,,,,1.0,0.0
1514_504,-0.2919736540097685,-46.5,0.7785109416369052,0.838410115171209,0.0
1515_504,-0.19524141025872863,-41.5,0.8491963506327862,0.5865744278376042,0.0
1516_504,-2.8310268917627863,-24.5,0.014898196601686467,0.08924454710859073,0.0
1517_504,1.756907425827079,64.5,0.10218586696720985,0.3412684763150512,0.0
1518_504,-0.24597439148330552,-43.5,0.8116805265546932,0.6833800574551345,0.0
1519_504,0.7869024276533422,53.5,0.4557274457891466,0.838410115171209,0.0
1520_1012,,,,1.0,0.0
1520_1038,,,,1.0,0.0
1530_12,1.2761962398540823,58.5,0.22497739866048425,0.5865744278376042,0.0
1530_380,,,,1.0,0.0
1530_504,-2.3180006995956672,-21.5,0.04898316757485232,0.05699830641051993,0.0
1530_724,1.633863203825252,60.5,0.12412361140955537,0.496574485248665,0.0
1530_788,-0.9138681187154857,-32.5,0.40225998786213446,0.24784912392821346,0.0
1541_478,,,,1.0,0.0
1541_732,,,,1.0,0.0
1542_12,,,,1.0,0.0
1542_478,,,,1.0,0.0
1542_504,,,,1.0,0.0
1542_732,,,,1.0,0.0
1543_12,,,,1.0,0.0
1543_504,-0.1746456228674062,-45.5,0.8645044026348299,0.7856962962493347,0.0
1544_12,,,,1.0,0.0
1544_504,,,,1.0,0.0
1545_12,-2.5120716117971695,-23.5,0.03480884187038368,0.0771659313616824,0.0
1545_504,7.5282688115012935,95.5,1.4632830963847476e-05,0.0022039898858331234,1.0
1546_12,,,,1.0,0.0
1546_504,,,,1.0,0.0
1547_12,1.4472570437785837,60.5,0.17258240289960974,0.49665738654204294,0.0
1548_12,-2.1838753067072667,-27.5,0.050337283856588574,0.13479216155813392,0.0
1548_788,,,,1.0,0.0
1549_12,-3.3675529854866886,-11.5,0.013974321228332233,0.00979219587072503,1.0
1551_466,,,,1.0,0.0
1551_478,,,,1.0,0.0
1552_466,,,,1.0,0.0
1552_478,,,,1.0,0.0
1553_12,,,,1.0,0.0
1553_466,,,,1.0,0.0
1553_478,,,,1.0,0.0
1554_12,,,,1.0,0.0
1554_466,,,,1.0,0.0
1555_12,,,,1.0,0.0
1555_466,,,,1.0,0.0
1556_12,,,,1.0,0.0
1557_12,,,,1.0,0.0
1557_788,,,,1.0,0.0
1558_12,,,,1.0,0.0
1558_434,,,,1.0,0.0
1559_12,,,,1.0,0.0
1559_434,,,,1.0,0.0
1559_788,,,,1.0,0.0
1560_434,-0.6343442282358509,-41.5,0.5519443118900798,0.5865744278376042,0.0
1560_788,,,,1.0,0.0
1560_818,,,,1.0,0.0
1571_12,,,,1.0,0.0
1571_434,,,,1.0,0.0
1572_12,,,,1.0,0.0
1572_434,,,,1.0,0.0
1572_562,,,,1.0,0.0
1573_12,,,,1.0,0.0
1573_148,,,,1.0,0.0
1573_434,,,,1.0,0.0
1573_562,,,,1.0,0.0
1574_434,,,,1.0,0.0
1575_434,,,,1.0,0.0
1576_148,,,,1.0,0.0
1576_434,,,,1.0,0.0
1577_148,,,,1.0,0.0
1577_434,,,,1.0,0.0
1578_434,,,,1.0,0.0
1581_148,,,,1.0,0.0
1581_434,,,,1.0,0.0
1581_729,,,,1.0,0.0
1581_818,,,,1.0,0.0
1582_729,,,,1.0,0.0
1582_818,,,,1.0,0.0
1583_729,,,,1.0,0.0
1583_818,,,,1.0,0.0
1584_818,,,,1.0,0.0
1585_818,,,,1.0,0.0
1586_434,,,,1.0,0.0
1586_818,,,,1.0,0.0
1587_818,,,,1.0,0.0
1588_818,,,,1.0,0.0
1589_818,,,,1.0,0.0
1590_148,,,,1.0,0.0
1590_434,,,,1.0,0.0
1590_729,,,,1.0,0.0
1611_12,,,,1.0,0.0
1611_562,,,,1.0,0.0
1612_562,,,,1.0,0.0
1613_148,,,,1.0,0.0
1613_434,,,,1.0,0.0
1613_562,,,,1.0,0.0
1614_148,,,,1.0,0.0
1614_562,,,,1.0,0.0
1615_148,,,,1.0,0.0
1615_562,,,,1.0,0.0
1616_148,,,,1.0,0.0
1616_434,,,,1.0,0.0
1617_148,,,,1.0,0.0
1617_434,,,,1.0,0.0
1617_729,,,,1.0,0.0
1620_148,,,,1.0,0.0
1621_148,,,,1.0,0.0
1622_120,,,,1.0,0.0
1622_148,,,,1.0,0.0
1622_566,,,,1.0,0.0
1623_120,,,,1.0,0.0
1623_148,,,,1.0,0.0
1624_120,,,,1.0,0.0
1624_148,,,,1.0,0.0
1624_562,,,,1.0,0.0
1624_566,0.20909123274826336,53.5,0.8414345795440596,0.838410115171209,0.0
1625_120,,,,1.0,0.0
1625_148,,,,1.0,0.0
1626_120,-3.7405149394525545,-15.5,0.003187319992530639,0.020822974945909827,0.0
1626_140,,,,1.0,0.0
1626_148,,,,1.0,0.0
1627_148,,,,1.0,0.0
1628_140,,,,1.0,0.0
1628_148,,,,1.0,0.0
1628_729,,,,1.0,0.0
1629_148,,,,1.0,0.0
1629_729,,,,1.0,0.0
1710_818,,,,1.0,0.0
1721_729,3.980593728149379,92.5,0.0030088712591949543,0.004303876558312955,1.0
1721_818,3.1040020004751097,85.5,0.023237541973637966,0.017352389190761427,0.0
1722_231,5.565877567080695,94.5,1.896274626973937e-05,0.002781224934389138,1.0
1722_232,1.047801098287941,51.5,0.3070023098284387,0.9457003759727708,0.0
1722_729,7.633093993877978,92.5,3.1268673010099563e-07,0.004303876558312955,1.0
1723_729,,,,1.0,0.0
1724_231,6.9793467871894554,92.5,5.560973765084413e-07,0.004303876558312955,1.0
1724_729,4.0856381084280695,86.5,0.004758748348344825,0.014399864726701132,0.0
1725_231,,,,1.0,0.0
1725_728,,,,1.0,0.0
1725_729,1.1033713015187991,81.5,0.33125352865585683,0.035095797419284286,0.0
1726_231,-2.9077373290933965,-16.5,0.020667583783197472,0.02488372328270136,0.0
1726_728,,,,1.0,0.0
1726_800,,,,1.0,0.0
1727_728,,,,1.0,0.0
1727_729,,,,1.0,0.0
1728_1029,,,,1.0,0.0
1728_140,,,,1.0,0.0
1728_180,,,,1.0,0.0
1728_728,,,,1.0,0.0
1728_729,,,,1.0,0.0
1729_108,,,,1.0,0.0
1729_180,,,,1.0,0.0
1729_404,1.1086675561097699,-50.5,0.27932612602382495,1.0,0.0
1729_646,5.435816267905751,84.5,3.666753505746981e-05,0.020822974945909827,0.0
1729_728,,,,1.0,0.0
1729_800,2.0801229367420735,67.5,0.054241704319338904,0.24784912392821346,0.0
1729_834,2.0375021623289284,71.5,0.058126569947441954,0.1534378834105726,0.0
1730_818,,,,1.0,0.0
1811_450,,,,1.0,0.0
1812_450,,,,1.0,0.0
1813_450,,,,1.0,0.0
1814_450,,,,1.0,0.0
1815_450,,,,1.0,0.0
1816_450,,,,1.0,0.0
1817_450,,,,1.0,0.0
1818_450,-0.871903471558434,-33.5,0.4154405215465689,0.27676572286017653,0.0
1819_450,-2.3259972991332902,-20.5,0.057864869283386015,0.048689610702269216,0.0
1820_1025,,,,1.0,0.0
1830_1034,,,,1.0,0.0
1840_174,,,,1.0,0.0
1840_175,,,,1.0,0.0
1850_1082,,,,1.0,0.0
1850_690,,,,1.0,0.0
1860_690,,,,1.0,0.0
1870_690,,,,1.0,0.0
1880_1047,,,,1.0,0.0
2110_1027,,,,1.0,0.0
2110_1049,,,,1.0,0.0
2110_1098,,,,1.0,0.0
2110_196,1.5152244189978332,71.5,0.17766967388770163,0.1534378834105726,0.0
2110_300,,,,1.0,0.0
2110_376,1.16928247363929,-52.5,0.2560791539996876,0.8917765993971007,0.0
2110_422,1.2303805819367963,56.5,0.23435409873195884,0.6833800574551345,0.0
2110_760,-0.05475423257529629,60.5,0.9585791012337546,0.49665738654204294,0.0
2110_792,3.8356269522011837,78.5,0.0008959365656278616,0.05699830641051993,0.0
2110_818,,,,1.0,0.0
2120_300,-0.1609147876344127,48.5,0.878173414094559,0.945794437427073,0.0
2120_792,,,,1.0,0.0
2130_100,-2.363668874664218,-20.5,0.05724752604831296,0.048689610702269216,0.0
2130_191,0.22216046353236976,-36.5,0.8264354381436381,0.37686571143689396,0.0
2130_300,1.7868098870036029,67.5,0.0967870554290788,0.24784912392821346,0.0
2130_380,,,,1.0,0.0
2130_499,0.5802054508244451,61.5,0.5789313448250666,0.4546204062737812,0.0
2130_688,-0.5784164543352901,-38.5,0.5808445480494996,0.4546204062737812,0.0
2130_70,-1.7103990661734054,-25.5,0.15021395270316099,0.10280164223951978,0.0
2130_705,3.074727868739543,56.5,0.005939431982939716,0.6727821257751287,0.0
2130_792,2.7821312838233623,78.5,0.019806582096335602,0.05699830641051993,0.0
2130_8,2.0015675031864015,80.5,0.09540210758767928,0.04142253879330133,0.0
2130_807,-0.20517162089680646,-40.5,0.8429023907862069,0.5406815690956761,0.0
2140_250,2.15314015423652,93.5,0.04390167345756202,0.003442181016202601,1.0
2140_380,-1.3118561415541221,-28.5,0.21472594887532767,0.1534378834105726,0.0
2140_40,,,,1.0,0.0
2140_674,,,,1.0,0.0
2140_705,,,,1.0,0.0
2140_756,-3.1499346505652617,-14.5,0.016446612946350074,0.017352389190761427,0.0
2150_250,,,,1.0,0.0
2150_336,,,,1.0,0.0
2150_380,-1.3609124329841762,-29.5,0.20089264346305605,0.17398281795260206,0.0
2160_20,,,,1.0,0.0
2160_250,-0.12840271465700961,-39.5,0.9028991480246884,0.49665738654204294,0.0
2160_292,,,,1.0,0.0
2160_380,,,,1.0,0.0
2160_492,,,,1.0,0.0
2160_724,1.8016444476168791,69.5,0.10040534757421088,0.1965160943128864,0.0
2160_756,6.546967714524492,93.5,3.736016600071452e-06,0.003467193190765815,1.0
2170_724,,,,1.0,0.0
2180_250,1.1654930408871953,67.5,0.29624304221792874,0.24784912392821346,0.0
2180_380,1.0309168898982133,-45.5,0.31338162925568847,0.7856962962493347,0.0
2190_380,-1.3556023047001171,-29.5,0.20155530112421816,0.17398281795260206,0.0
2190_470,,,,1.0,0.0
2210_792,1.7625515098702862,64.5,0.10551579833136715,0.3412684763150512,0.0
2211_792,2.473555287200229,72.5,0.02179900846039729,0.13479216155813392,0.0
2212_792,0.44487851484568286,50.5,0.6672674146616933,1.0,0.0
2213_792,5.097331405406767,81.5,4.425767051129307e-05,0.035095797419284286,0.0
2214_792,3.5295684206205116,71.5,0.0018848287476922554,0.1534378834105726,0.0
2215_792,,,,1.0,0.0
2216_792,2.6702880596595073,79.5,0.027977831591957374,0.048689610702269216,0.0
2217_268,,,,1.0,0.0
2217_792,4.4117994102606835,73.5,0.0002948297539611668,0.11794806736103866,0.0
2218_268,,,,1.0,0.0
2218_792,7.485635771263355,90.5,3.4818422274010324e-07,0.006547287612860911,1.0
2219_268,6.831106277945243,82.5,7.677077724991458e-07,0.029613094352645416,0.0
2219_643,,,,1.0,0.0
2220_268,,,,1.0,0.0
2220_643,-1.7826387615257124,-7.5,0.14742231089364904,0.004303876558312955,1.0
2231_643,,,,1.0,0.0
2231_804,,,,1.0,0.0
2232_643,-4.339521247298962,-9.5,0.0002487407231623903,0.006547287612860911,1.0
2233_643,,,,1.0,0.0
2234_643,,,,1.0,0.0
2234_804,-2.0323453276037076,-43.5,0.05383635397898689,0.6833800574551345,0.0
